,loss,loss_pde,loss_ortho,loss_lipschitz,loss_sobolev,loss_pde_each0,loss_pde_each1,loss_pde_each2,loss_pde_each3,loss_ortho_each0,loss_ortho_each1,loss_ortho_each2,loss_ortho_each3,loss_lipschitz_each0,loss_lipschitz_each1,loss_lipschitz_each2,loss_lipschitz_each3,loss_sobolev_each0,loss_sobolev_each1,loss_sobolev_each2,loss_sobolev_each3
0,3.3678430716196694,1.2070585489273071,2.1607844829559326,0.0,0.0,1.2057244,1.3458954,1.1335627,1.1430515,0.0,0.086722694,0.8360768,1.9582466,0.0,0.0,0.0,0.0,-2.9985878,-1.674213,-3.1664817,-2.823468
1,3.0173980394999185,1.0892105102539062,1.9281875689824421,0.0,0.0,1.0565243,1.2228056,1.0231308,1.0543813,0.0,0.07133802,0.75845915,1.7411197,0.0,0.0,0.0,0.0,-2.652134,-1.568522,-3.1682043,-2.8831966
2,2.346482276916504,0.6092914342880249,1.737190842628479,0.0,0.0,0.62478095,0.7398205,0.5689068,0.5036576,0.0,0.07789417,0.60505754,1.6333028,0.0,0.0,0.0,0.0,-2.4496486,-1.3000618,-3.1593254,-2.845918
3,2.5550434589385986,1.010157585144043,1.5448859135309856,0.0,0.0,0.99186677,1.1903119,1.0472548,0.8111968,0.0,0.071119905,0.4650673,1.5236607,0.0,0.0,0.0,0.0,-2.2731504,-1.0255452,-3.1301568,-2.6929047
4,2.2637271086374917,0.837049812078476,1.4266773064931233,0.0,0.0,0.862927,0.7723463,0.95100975,0.76191616,0.0,0.07137692,0.3919202,1.4389395,0.0,0.0,0.0,0.0,-2.1315253,-0.8314483,-3.2329533,-2.6027184
5,1.9304373264312744,0.5593048597996434,1.3711324135462444,0.0,0.0,0.48252293,0.56027454,0.59277683,0.60164505,0.0,0.064606704,0.3610276,1.4025422,0.0,0.0,0.0,0.0,-2.0143893,-0.8143756,-3.3321075,-2.5397406
6,2.6801456212997437,1.360266129175822,1.319879452387492,0.0,0.0,1.3359305,1.4333072,1.4453717,1.2264551,0.0,0.060241777,0.33696043,1.362637,0.0,0.0,0.0,0.0,-1.9276177,-0.79027706,-3.3211052,-2.4592965
7,2.3660825888315835,1.0999944408734639,1.2660881280899048,0.0,0.0,1.0145783,1.1922706,1.2167104,0.97641873,0.0,0.054504234,0.3152461,1.3183671,0.0,0.0,0.0,0.0,-1.8630298,-0.7849428,-3.2941113,-2.3799257
8,1.9029876788457234,0.6865986784299215,1.2163889805475872,0.0,0.0,0.67692643,0.7344198,0.7127607,0.62228775,0.0,0.047288496,0.30101946,1.273544,0.0,0.0,0.0,0.0,-1.8236351,-0.79930764,-3.2773836,-2.2991688
9,1.6172672112782795,0.45705221748600405,1.1602150201797485,0.0,0.0,0.21978611,0.717871,0.37793413,0.5126175,0.0,0.037896276,0.28229907,1.226758,0.0,0.0,0.0,0.0,-1.8037438,-0.8073047,-3.2373478,-2.2112353
10,1.9046725432078044,0.8083800971508026,1.0962924162546794,0.0,0.0,0.8250342,0.85833853,0.71685195,0.83329576,0.0,0.027045568,0.25986302,1.1748146,0.0,0.0,0.0,0.0,-1.7912239,-0.8071987,-3.150733,-2.116429
11,1.3177823424339294,0.29219377040863037,1.0255885521570842,0.0,0.0,0.19659401,0.31554255,0.3750259,0.2816126,0.0,0.023995915,0.23091929,1.1125361,0.0,0.0,0.0,0.0,-1.7535464,-0.8006516,-3.0524082,-2.0148919
12,2.1588099797566733,1.185060699780782,0.9737492799758911,0.0,0.0,1.1694816,1.2067829,1.1789142,1.1850642,0.0,0.02382505,0.20538318,1.0691241,0.0,0.0,0.0,0.0,-1.70619,-0.7849557,-2.9560683,-1.9076939
13,1.717970649401347,0.7950105468432108,0.922960082689921,0.0,0.0,0.77497864,1.1219816,0.79217166,0.49091026,0.0,0.021909436,0.17777915,1.0309249,0.0,0.0,0.0,0.0,-1.6419058,-0.7623208,-2.8567905,-1.8024931
14,1.989183743794759,1.1188284556070964,0.8703553080558777,0.0,0.0,1.0792333,0.9814191,1.1987988,1.2158626,0.0,0.022572517,0.14533877,0.9925625,0.0,0.0,0.0,0.0,-1.551806,-0.74852353,-2.730695,-1.7133309
15,1.924662431081136,1.1077775557835896,0.8168848951657613,0.0,0.0,1.0658981,1.1377932,1.136738,1.0906808,0.0,0.012702823,0.119826436,0.95665056,0.0,0.0,0.0,0.0,-1.504427,-0.7436666,-2.598093,-1.6219105
16,1.4925390084584553,0.7072497804959615,0.7852892279624939,0.0,0.0,0.5683932,0.7206146,0.8261587,0.7138327,0.0,0.009977062,0.106416024,0.93065923,0.0,0.0,0.0,0.0,-1.4771194,-0.70337147,-2.4813268,-1.5262486
17,1.963100830713908,1.1944920420646667,0.768608828385671,0.0,0.0,0.99554414,1.248248,1.2572559,1.2769202,0.0,0.013816158,0.10830156,0.90269405,0.0,0.0,0.0,0.0,-1.4656525,-0.65221184,-2.4107475,-1.4197979
18,1.5120023886362712,0.7923185229301453,0.719683845837911,0.0,0.0,0.7444425,0.72560924,0.9067953,0.79242706,0.0,0.005444964,0.112849474,0.841284,0.0,0.0,0.0,0.0,-1.4624468,-0.6113925,-2.404383,-1.3023316
19,1.6571410497029622,0.9723343849182129,0.6848066647847494,0.0,0.0,1.0435677,1.1248633,0.8800089,0.84089756,0.0,0.008734544,0.12004781,0.7842932,0.0,0.0,0.0,0.0,-1.4578034,-0.5343525,-2.4201841,-1.2007245
20,2.014365832010905,1.3194586435953777,0.6949072082837423,0.0,0.0,1.1183158,1.3438717,1.4442147,1.3714322,0.0,0.020400206,0.1400991,0.76604366,0.0,0.0,0.0,0.0,-1.4840144,-0.38238904,-2.4585292,-1.1177585
21,1.1859256029129028,0.4708220312992732,0.7151035269101461,0.0,0.0,0.30038962,0.52560586,0.6230959,0.43419674,0.0,0.030718446,0.15471749,0.7680354,0.0,0.0,0.0,0.0,-1.5273408,-0.32490417,-2.5077116,-1.0473343
22,1.8500223954518635,1.1253265738487244,0.7246958216031393,0.0,0.0,1.1990448,1.4385477,1.0482894,0.81542426,0.0,0.03833298,0.16636348,0.76156455,0.0,0.0,0.0,0.0,-1.5763015,-0.3096302,-2.5758145,-0.9910143
23,1.7670519749323528,1.041445295015971,0.7256066799163818,0.0,0.0,1.0950606,1.1366153,1.1313481,0.80275726,0.0,0.040839195,0.17748542,0.74915093,0.0,0.0,0.0,0.0,-1.6234093,-0.29736826,-2.7082796,-0.9416855
24,1.5745609601338704,0.8637397090593973,0.710821290810903,0.0,0.0,0.8176336,0.96833867,0.8948314,0.77415514,0.0,0.028538108,0.187393,0.7318306,0.0,0.0,0.0,0.0,-1.6695677,-0.28467467,-2.815234,-0.9026229
25,1.044159968694051,0.3456814835468928,0.6984784801801046,0.0,0.0,0.10152122,0.76882887,0.3111171,0.2012587,0.0,0.032278776,0.2059123,0.69311357,0.0,0.0,0.0,0.0,-1.7180805,-0.2036059,-2.8880415,-0.86231405
26,1.4735668102900188,0.7756770849227905,0.6978897054990133,0.0,0.0,0.8684545,0.5447152,0.9088257,0.7807129,0.0,0.052753013,0.21924476,0.65852183,0.0,0.0,0.0,0.0,-1.7743336,-0.13289033,-2.9599855,-0.82297367
27,1.503664453824361,0.8141782482465109,0.6894861857096354,0.0,0.0,0.811186,1.0326093,0.6813808,0.73153687,0.0,0.062784515,0.23272955,0.6238009,0.0,0.0,0.0,0.0,-1.8221072,-0.12388075,-3.01202,-0.79020315
28,0.7669852177302042,0.09624703725179036,0.6707381804784139,0.0,0.0,0.116114914,0.08381587,0.07806576,0.10699171,0.0,0.06934234,0.23877847,0.5861968,0.0,0.0,0.0,0.0,-1.8600961,-0.12716602,-3.063051,-0.76204497
29,1.3057539463043213,0.6533045073350271,0.6524494290351868,0.0,0.0,0.6646222,0.81098104,0.49438122,0.64323354,0.0,0.071718894,0.24190621,0.5563075,0.0,0.0,0.0,0.0,-1.911646,-0.13154072,-3.1048975,-0.7330888
30,1.4629292686780293,0.8350615898768107,0.627867728471756,0.0,0.0,0.8816239,0.8881864,0.7220915,0.8483445,0.0,0.068914175,0.23677135,0.53147143,0.0,0.0,0.0,0.0,-1.8951074,-0.12830375,-3.1313286,-0.7003302
31,1.2557179927825928,0.6488697826862335,0.6068482398986816,0.0,0.0,0.6247936,0.8757202,0.3953025,0.69966286,0.0,0.06402656,0.24272962,0.5023748,0.0,0.0,0.0,0.0,-1.8841643,-0.12741941,-3.0955572,-0.67235684
32,1.63533349831899,1.0701066255569458,0.5652268628279368,0.0,0.0,1.069914,1.2051488,1.2538003,0.75156355,0.0,0.05785505,0.22793476,0.467846,0.0,0.0,0.0,0.0,-1.8876976,-0.13522771,-2.9768648,-0.64838594
33,1.821670134862264,1.293672243754069,0.527997891108195,0.0,0.0,1.2973644,1.4769529,1.1559958,1.244376,0.0,0.05128169,0.2117428,0.4409727,0.0,0.0,0.0,0.0,-1.8983454,-0.14219452,-2.8948202,-0.622406
34,1.1242158611615498,0.6252582669258118,0.4989575743675232,0.0,0.0,0.4316028,1.0449792,0.6803711,0.34407997,0.0,0.04327031,0.20808415,0.4139223,0.0,0.0,0.0,0.0,-1.9053038,-0.14433198,-2.8570788,-0.6020991
35,1.4981672763824463,1.0279223720232646,0.4702448745568593,0.0,0.0,0.83291626,1.2484653,1.1228805,0.9074276,0.0,0.036331534,0.21566558,0.37499607,0.0,0.0,0.0,0.0,-1.8804803,-0.13081269,-2.8350694,-0.58664244
36,1.4172874689102173,0.9779772361119589,0.439310222864151,0.0,0.0,0.8608969,1.0389508,1.0562052,0.955856,0.0,0.029956022,0.22131789,0.33447304,0.0,0.0,0.0,0.0,-1.860263,-0.1149045,-2.822178,-0.5871999
