,loss,loss_pde,loss_ortho,loss_lipschitz,loss_sobolev,loss_pde_each0,loss_pde_each1,loss_pde_each2,loss_pde_each3,loss_ortho_each0,loss_ortho_each1,loss_ortho_each2,loss_ortho_each3,loss_lipschitz_each0,loss_lipschitz_each1,loss_lipschitz_each2,loss_lipschitz_each3,loss_sobolev_each0,loss_sobolev_each1,loss_sobolev_each2,loss_sobolev_each3
0,2.637397209803263,1.044336458047231,1.5930607318878174,0.0,0.0,1.0339046,1.1612157,0.9485324,1.0336932,0.0,0.1920191,0.3684807,1.5635811,0.0,0.0,0.0,0.0,-4.304155,-3.659314,-2.8186235,-2.8301442
1,1.8921801249186199,0.3977878578007221,1.4943922758102417,0.0,0.0,0.36201522,0.5766976,0.45277175,0.19966687,0.0,0.1765229,0.30130586,1.5146943,0.0,0.0,0.0,0.0,-4.4668403,-3.2199829,-2.7542918,-2.6582334
2,2.2090081373850503,0.8199608127276102,1.3890473047892253,0.0,0.0,0.8243549,0.7117834,0.75151116,0.9921937,0.0,0.14923441,0.23585768,1.4669709,0.0,0.0,0.0,0.0,-4.3692155,-2.8243625,-2.7591798,-2.5315883
3,1.7288438081741333,0.45175333817799884,1.2770904699961345,0.0,0.0,0.4288268,0.49446335,0.48999426,0.39372894,0.0,0.120487966,0.17768495,1.4046144,0.0,0.0,0.0,0.0,-4.3546786,-2.5030813,-2.7148387,-2.3681202
4,1.8151130676269531,0.6410339574019114,1.174079140027364,0.0,0.0,0.66562635,0.7327733,0.6468981,0.5188381,0.0,0.09413914,0.1370678,1.334232,0.0,0.0,0.0,0.0,-4.365002,-2.294945,-2.6500351,-2.1888683
5,1.9272006750106812,0.8561071952184042,1.071093479792277,0.0,0.0,0.87100506,0.7748905,0.90754455,0.87098885,0.0,0.06695684,0.11000923,1.2511586,0.0,0.0,0.0,0.0,-4.354471,-2.1423042,-2.7557595,-1.9854503
6,1.8442476193110149,0.8543322483698527,0.9899153908093771,0.0,0.0,1.1045891,0.8261848,0.7691407,0.7174142,0.0,0.058522265,0.10953089,1.151834,0.0,0.0,0.0,0.0,-4.3468285,-2.0294824,-2.844787,-1.7611743
7,1.9903853336970012,1.0803316434224446,0.9100536704063416,0.0,0.0,1.0665169,1.0574818,1.0887631,1.108565,0.0,0.050839145,0.11845744,1.0441083,0.0,0.0,0.0,0.0,-4.307612,-1.985062,-2.9328792,-1.5093726
8,1.8078258434931438,0.9656968315442404,0.8421290318171183,0.0,0.0,1.0834473,0.76851225,1.0821499,0.92867774,0.0,0.049982864,0.12381784,0.949038,0.0,0.0,0.0,0.0,-4.2948437,-1.9746746,-2.9881678,-1.2709894
9,1.2920107046763103,0.5259386201699575,0.7660721143086752,0.0,0.0,0.33931515,0.6141489,0.4885396,0.66175085,0.0,0.051508427,0.12449197,0.8454291,0.0,0.0,0.0,0.0,-4.2943687,-1.9562435,-3.004817,-1.0556508
10,1.4798205693562825,0.7819382150967916,0.6978823741277059,0.0,0.0,0.6979075,0.8187046,0.7084201,0.9027205,0.0,0.05039851,0.12645471,0.75365657,0.0,0.0,0.0,0.0,-4.3329725,-1.947433,-2.9463465,-0.8666251
11,1.0013596812884014,0.3529935044546922,0.6483661929766337,0.0,0.0,0.43167183,0.14765441,0.47439924,0.3582485,0.0,0.047556084,0.12740736,0.6895248,0.0,0.0,0.0,0.0,-4.3724794,-1.9496846,-3.010435,-0.7109998
12,0.914716879526774,0.2906327744325002,0.6240840752919515,0.0,0.0,0.18404615,0.49281573,0.22345442,0.2622148,0.0,0.0514489,0.10977737,0.67088586,0.0,0.0,0.0,0.0,-4.459965,-1.984117,-3.2643929,-0.64351034
13,1.2204949061075847,0.6129501362641653,0.6075447698434194,0.0,0.0,0.38096818,0.6382422,0.67545885,0.75713134,0.0,0.050485175,0.09264413,0.6669304,0.0,0.0,0.0,0.0,-4.4206676,-1.9853883,-3.153389,-0.5709885
14,1.5531646013259888,0.9578022162119547,0.5953623652458191,0.0,0.0,1.148183,0.8796595,1.0313299,0.7720364,0.0,0.05147465,0.08384907,0.6584928,0.0,0.0,0.0,0.0,-4.3397007,-1.9733227,-2.9669635,-0.46377024
