,loss,loss_pde,loss_ortho,loss_lipschitz,loss_sobolev,loss_pde_each0,loss_pde_each1,loss_pde_each2,loss_pde_each3,loss_pde_each4,loss_pde_each5,loss_pde_each6,loss_pde_each7,loss_ortho_each0,loss_ortho_each1,loss_ortho_each2,loss_ortho_each3,loss_ortho_each4,loss_ortho_each5,loss_ortho_each6,loss_ortho_each7,loss_lipschitz_each0,loss_lipschitz_each1,loss_lipschitz_each2,loss_lipschitz_each3,loss_lipschitz_each4,loss_lipschitz_each5,loss_lipschitz_each6,loss_lipschitz_each7,loss_sobolev_each0,loss_sobolev_each1,loss_sobolev_each2,loss_sobolev_each3,loss_sobolev_each4,loss_sobolev_each5,loss_sobolev_each6,loss_sobolev_each7
0,4.238777081171672,-1.4611834685007732,5.699960549672444,0.0,0.0,-1.4077169,-1.4121097,-1.2886646,-1.4153227,-1.6697274,-1.5104045,-1.7907914,-1.1947308,0.0,0.14789219,1.025844,1.7927176,2.101893,3.202861,2.712239,4.2164483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.515139,-4.6873755,-3.349659,-4.4595723,-5.2876954,-4.499003,-5.326169,-4.2496753
1,4.342041651407878,-0.896128366390864,5.238169987996419,0.0,0.0,-0.8093923,-0.88628274,-0.8490793,-0.905096,-0.88697505,-0.9714238,-0.94339085,-0.9173867,0.0,0.093880214,0.9779864,1.690951,2.012468,2.923045,2.4593084,3.8108146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.377168,-4.5252185,-3.2150679,-4.1698484,-4.9890776,-4.3166337,-5.359815,-3.9844968
2,3.656349500020345,-1.1664353708426158,4.822784900665283,0.0,0.0,-1.283471,-1.0687929,-0.97202045,-1.1838061,-1.2538947,-1.3289965,-1.1092073,-1.1312944,0.0,0.03807469,0.9007628,1.5687523,1.9178925,2.7216978,2.2987537,3.4148254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.286007,-4.345293,-3.2467616,-4.0066466,-4.8126893,-3.7668827,-5.1932473,-3.7640488
3,2.775919516881307,-1.7434642314910889,4.5193837483723955,0.0,0.0,-1.9019312,-1.8687644,-1.7819928,-1.6031481,-1.7801965,-1.685229,-1.7399658,-1.5864857,0.0,0.037448764,0.83850193,1.4342238,1.810119,2.5023692,2.3577156,3.071312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.2706327,-4.1498666,-3.2528563,-3.867443,-4.7227435,-3.372533,-4.9354415,-3.4291525
4,2.1605477333068848,-2.1630379358927407,4.323585669199626,0.0,0.0,-2.3749492,-2.447772,-2.1583977,-1.9594659,-1.763197,-2.6303267,-2.2529612,-1.7172333,0.0,0.050302345,0.74878854,1.3926301,1.7292948,2.3316603,2.4080749,2.8688104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.1109796,-4.057309,-3.2944355,-3.7539356,-4.652424,-3.1213856,-4.468862,-3.140199
5,3.199826796849569,-0.9967981378237406,4.196624914805095,0.0,0.0,-0.83408546,-1.0469123,-0.9564223,-1.2053002,-0.89281416,-0.9640153,-1.1096147,-0.965221,0.0,0.04159093,0.683482,1.4503247,1.6541023,2.1618059,2.4347298,2.7649643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9726899,-4.0015855,-3.3723354,-3.671938,-4.5924716,-2.924278,-4.04166,-2.914423
6,2.437590758005778,-1.653740664323171,4.091331402460734,0.0,0.0,-1.7019228,-1.6504918,-1.4915053,-1.4286057,-1.6128236,-1.7170639,-1.8105398,-1.8169721,0.0,0.02662146,0.6351177,1.4598252,1.56207,2.008336,2.4426284,2.7756183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7817333,-3.9936812,-3.4297044,-3.6445248,-4.580156,-2.7660067,-3.7271194,-2.7457159
7,2.8384053707122803,-1.151210864384969,3.9896162350972495,0.0,0.0,-1.2935058,-1.10967,-1.1879029,-1.1322397,-1.0301868,-1.2780422,-1.0931593,-1.0849801,0.0,0.016210398,0.56582385,1.449533,1.4884663,1.8639692,2.4559753,2.7989995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6065407,-4.0018396,-3.4640846,-3.6198063,-4.5684466,-2.6373558,-3.472388,-2.6049936
8,2.3466450770696006,-1.6117686827977498,3.95841375986735,0.0,0.0,-1.6429504,-1.544539,-1.3744941,-1.5690212,-1.5981859,-1.7252105,-1.682011,-1.7577375,0.0,0.030655026,0.526303,1.4465593,1.5419587,1.722421,2.5204225,2.7674506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.494724,-3.9991329,-3.4965305,-3.598469,-4.5476055,-2.5236607,-3.27965,-2.477286
9,2.1535658836364746,-1.7566097180048625,3.9101755619049072,0.0,0.0,-1.8916246,-1.8808235,-1.5403651,-1.4535227,-1.9074808,-1.8607711,-1.752689,-1.7656006,0.0,0.034585636,0.47712073,1.4737792,1.5911053,1.605475,2.5596342,2.6854343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4078712,-3.9853802,-3.524402,-3.5812492,-4.540713,-2.4247901,-3.1299667,-2.3747604
