,train_loss,val_loss,test_loss,test_loss_std,ntest_loss,ntest_loss_std
0,205.93966674804688,0.009410626254975796,0.020498378202319145,1.8773698151619556e-09,0.11412543058395386,0.0
1,33.89108657836914,0.00624264357611537,0.026202678680419922,0.0,0.13920657336711884,0.0
2,33.65737533569336,0.007107183337211609,10000000000.0,10000000000.0,10000000000.0,10000000000.0
3,30.449804306030273,0.005685050506144762,0.029298381879925728,1.8773698151619556e-09,0.15212513506412506,0.0
4,29.1606388092041,0.006639495026320219,10000000000.0,10000000000.0,10000000000.0,10000000000.0
5,20.77978515625,0.0063711549155414104,10000000000.0,10000000000.0,10000000000.0,10000000000.0
6,13.764518737792969,0.006043408531695604,10000000000.0,10000000000.0,10000000000.0,10000000000.0
7,9.02699089050293,0.005531660281121731,0.016516229137778282,0.0,0.09006436169147491,7.509479260647822e-09
8,7.59622049331665,0.005425270181149244,0.014249845407903194,9.386849075809778e-10,0.07996224611997604,0.0
9,7.178056716918945,0.005470823962241411,10000000000.0,10000000000.0,10000000000.0,10000000000.0
10,5.509042739868164,0.004598347935825586,0.013126743957400322,1.8773698151619556e-09,0.0737372562289238,0.0
11,7.105227947235107,0.005282821133732796,10000000000.0,10000000000.0,10000000000.0,10000000000.0
12,7.321695327758789,0.005047887098044157,10000000000.0,10000000000.0,10000000000.0,10000000000.0
13,6.416560649871826,0.005504544358700514,10000000000.0,10000000000.0,10000000000.0,10000000000.0
14,6.556916236877441,0.005351977422833443,10000000000.0,10000000000.0,10000000000.0,10000000000.0
15,6.741843223571777,0.005420464091002941,10000000000.0,10000000000.0,10000000000.0,10000000000.0
16,6.5803680419921875,0.005567372310906649,10000000000.0,10000000000.0,10000000000.0,10000000000.0
17,6.468525409698486,0.005172580014914274,10000000000.0,10000000000.0,10000000000.0,10000000000.0
18,6.098010540008545,0.005188941489905119,10000000000.0,10000000000.0,10000000000.0,10000000000.0
19,6.360253810882568,0.005348898936063051,10000000000.0,10000000000.0,10000000000.0,10000000000.0
20,6.222138404846191,0.0048148599453270435,10000000000.0,10000000000.0,10000000000.0,10000000000.0
21,5.89326286315918,0.004840712994337082,10000000000.0,10000000000.0,10000000000.0,10000000000.0
22,5.74806547164917,0.0048821610398590565,10000000000.0,10000000000.0,10000000000.0,10000000000.0
23,5.285681247711182,0.0045903269201517105,0.009504160843789577,9.386849075809778e-10,0.06023493781685829,3.754739630323911e-09
24,5.375844478607178,0.005252547562122345,10000000000.0,10000000000.0,10000000000.0,10000000000.0
25,6.49593448638916,0.004976883064955473,10000000000.0,10000000000.0,10000000000.0,10000000000.0
26,6.515347003936768,0.004700180608779192,10000000000.0,10000000000.0,10000000000.0,10000000000.0
27,6.369559288024902,0.0048112645745277405,10000000000.0,10000000000.0,10000000000.0,10000000000.0
28,4.911895275115967,0.004752425476908684,10000000000.0,10000000000.0,10000000000.0,10000000000.0
29,5.313942909240723,0.004804943222552538,10000000000.0,10000000000.0,10000000000.0,10000000000.0
30,5.209677696228027,0.0049378168769180775,10000000000.0,10000000000.0,10000000000.0,10000000000.0
31,5.913674354553223,0.004782392177730799,10000000000.0,10000000000.0,10000000000.0,10000000000.0
32,5.863055229187012,0.005078427027910948,10000000000.0,10000000000.0,10000000000.0,10000000000.0
33,5.176589012145996,0.004678754135966301,10000000000.0,10000000000.0,10000000000.0,10000000000.0
34,4.631439208984375,0.0047792899422347546,10000000000.0,10000000000.0,10000000000.0,10000000000.0
35,5.131224632263184,0.00504540279507637,10000000000.0,10000000000.0,10000000000.0,10000000000.0
36,5.468502044677734,0.004705909173935652,10000000000.0,10000000000.0,10000000000.0,10000000000.0
37,5.892558574676514,0.004652708303183317,10000000000.0,10000000000.0,10000000000.0,10000000000.0
38,6.502132415771484,0.004734748508781195,10000000000.0,10000000000.0,10000000000.0,10000000000.0
39,5.029139995574951,0.004806030075997114,10000000000.0,10000000000.0,10000000000.0,10000000000.0
40,5.029139995574951,0.004806030075997114,0.009504160843789577,9.386849075809778e-10,0.06023493781685829,3.754739630323911e-09
