,loss,loss_pde,loss_ortho,loss_lipschitz,loss_sobolev,loss_pde_each0,loss_pde_each1,loss_pde_each2,loss_pde_each3,loss_pde_each4,loss_pde_each5,loss_ortho_each0,loss_ortho_each1,loss_ortho_each2,loss_ortho_each3,loss_ortho_each4,loss_ortho_each5,loss_lipschitz_each0,loss_lipschitz_each1,loss_lipschitz_each2,loss_lipschitz_each3,loss_lipschitz_each4,loss_lipschitz_each5,loss_sobolev_each0,loss_sobolev_each1,loss_sobolev_each2,loss_sobolev_each3,loss_sobolev_each4,loss_sobolev_each5
0,2.7595678170522056,-1.174787748605013,3.9343555768330893,0.0,0.0,-1.3116903,-1.0195154,-1.1128768,-1.0605989,-1.349415,-1.19463,0.0,0.06398765,0.9910131,1.8803015,2.005682,2.927727,0.0,0.0,0.0,0.0,0.0,0.0,-4.1598563,-4.7783737,-3.0562837,-4.5818577,-5.3157706,-5.0937147
1,2.450676679611206,-1.0544922351837158,3.505168914794922,0.0,0.0,-1.0321201,-1.2698663,-0.8347818,-1.324628,-0.9180371,-0.94752,0.0,0.075793065,0.79879457,1.5406557,1.8626466,2.7324474,0.0,0.0,0.0,0.0,0.0,0.0,-3.7915936,-4.6735377,-2.9511673,-4.2357306,-5.561241,-4.888567
2,2.3981361786524453,-0.9403910636901855,3.338527202606201,0.0,0.0,-1.0404481,-0.90949655,-0.9204826,-1.0201494,-0.7409945,-1.0107752,0.0,0.07042845,0.64373505,1.4583578,1.773862,2.730671,0.0,0.0,0.0,0.0,0.0,0.0,-3.637873,-4.624258,-2.9132102,-3.8601916,-5.8923106,-4.305254
3,1.9911245505015056,-1.3020888566970825,3.293213446935018,0.0,0.0,-1.2650555,-1.4467376,-1.1262003,-1.2314413,-1.3063685,-1.4367298,0.0,0.05258147,0.5991958,1.5252744,1.6710048,2.7383702,0.0,0.0,0.0,0.0,0.0,0.0,-3.527791,-4.709941,-2.8791668,-3.585702,-6.189823,-3.9633086
4,1.5839216709136963,-1.6736597220102947,3.2575813929239907,0.0,0.0,-1.8231035,-1.5580297,-1.8057874,-1.4228455,-1.5519619,-1.88023,0.0,0.038176417,0.5417579,1.6210946,1.5922899,2.7218437,0.0,0.0,0.0,0.0,0.0,0.0,-3.5257366,-4.8367248,-2.866163,-3.4076388,-6.348558,-3.7630947
5,2.334824879964193,-0.9145506918430328,3.249375581741333,0.0,0.0,-0.81785554,-0.9926025,-0.8901806,-0.8171745,-0.81192046,-1.1575705,0.0,0.047120333,0.46236762,1.6586676,1.6252023,2.705393,0.0,0.0,0.0,0.0,0.0,0.0,-3.5940883,-4.7215157,-2.8798656,-3.3036964,-6.245237,-3.6304324
6,2.068391799926758,-1.2330785989761353,3.3014703591664634,0.0,0.0,-1.2418514,-1.1729984,-1.1561936,-1.2589203,-1.1823711,-1.3861369,0.0,0.078314185,0.484087,1.6102828,1.6521486,2.778108,0.0,0.0,0.0,0.0,0.0,0.0,-3.8021085,-4.627729,-2.9050217,-3.2438107,-6.08387,-3.5470278
7,1.5921531518300374,-1.7433378497759502,3.3354910214742026,0.0,0.0,-1.640993,-1.7719508,-1.7729508,-1.7970415,-1.4595193,-2.0175722,0.0,0.099840365,0.48753008,1.5709254,1.6696373,2.8430488,0.0,0.0,0.0,0.0,0.0,0.0,-4.016154,-4.6368155,-2.9294882,-3.1905966,-5.977673,-3.4817283
8,1.7400846083958943,-1.6159403721491497,3.356024980545044,0.0,0.0,-1.756555,-1.3115345,-1.8755566,-1.6050249,-1.382803,-1.7641677,0.0,0.1170975,0.48357484,1.5553917,1.6748017,2.8811843,0.0,0.0,0.0,0.0,0.0,0.0,-4.1072645,-4.6547894,-2.9304645,-3.1382008,-5.9054317,-3.4289598
9,2.343744436899821,-1.0484383304913838,3.3921828269958496,0.0,0.0,-1.0320805,-0.92623454,-0.906936,-1.3126436,-0.9172891,-1.1954464,0.0,0.13482702,0.47803628,1.5985218,1.667219,2.905761,0.0,0.0,0.0,0.0,0.0,0.0,-4.113685,-4.6638713,-2.911451,-3.0892994,-5.8054795,-3.3871863
10,2.393135150273641,-1.0103422005971272,3.403477350870768,0.0,0.0,-1.0663189,-0.90449935,-1.0954946,-1.1895733,-0.9873686,-0.81879854,0.0,0.14733715,0.4486436,1.645639,1.6723748,2.8929598,0.0,0.0,0.0,0.0,0.0,0.0,-4.1117415,-4.6589236,-2.878728,-3.0423276,-5.7153897,-3.345297
11,2.3887139161427817,-0.9960086743036906,3.384722630182902,0.0,0.0,-0.89236593,-0.8778253,-1.0756756,-1.091982,-0.8130772,-1.2251259,0.0,0.15455623,0.40373552,1.6688408,1.6725392,2.8697731,0.0,0.0,0.0,0.0,0.0,0.0,-4.1355023,-4.6433005,-2.8400877,-2.994064,-5.6227202,-3.3014066
12,1.6620883146921794,-1.705728530883789,3.3678168455759683,0.0,0.0,-1.6580671,-1.6163511,-1.6821111,-1.825416,-1.65021,-1.8022159,0.0,0.1567517,0.3601693,1.6751981,1.6720535,2.871461,0.0,0.0,0.0,0.0,0.0,0.0,-4.163866,-4.6255856,-2.825984,-2.9650867,-5.5424576,-3.2603805
13,1.991894245147705,-1.346637745698293,3.338531970977783,0.0,0.0,-1.3466295,-1.3132775,-1.2375995,-1.370133,-1.1582888,-1.6538981,0.0,0.15472241,0.30928376,1.667442,1.6879491,2.8576663,0.0,0.0,0.0,0.0,0.0,0.0,-4.194214,-4.6012635,-2.8185046,-2.9464703,-5.3906236,-3.2368066
14,2.1820971965789795,-1.1401444872220357,3.32224170366923,0.0,0.0,-1.2494454,-1.2693912,-0.97770804,-1.2389292,-0.86470175,-1.2406913,0.0,0.14966424,0.24785268,1.646512,1.7357877,2.8646667,0.0,0.0,0.0,0.0,0.0,0.0,-4.217624,-4.5687656,-2.8173568,-2.9365387,-5.2352734,-3.230903
15,1.817411740620931,-1.4728371302286785,3.2902488708496094,0.0,0.0,-1.6254611,-1.4787188,-1.4599622,-1.5652527,-1.1927625,-1.5148648,0.0,0.1429139,0.19600038,1.625505,1.7721926,2.8438857,0.0,0.0,0.0,0.0,0.0,0.0,-4.2175617,-4.5455475,-2.8186913,-2.9302237,-5.115824,-3.2266104
16,2.083257794380188,-1.1730580528577168,3.2563158671061196,0.0,0.0,-1.3559321,-0.951917,-1.0216154,-1.1958057,-1.149469,-1.3636087,0.0,0.1352026,0.17544262,1.6051106,1.7959248,2.800951,0.0,0.0,0.0,0.0,0.0,0.0,-4.2432756,-4.526054,-2.8224738,-2.9162648,-5.0234656,-3.2283897
17,1.8862532774607341,-1.3210527698198955,3.2073060671488443,0.0,0.0,-1.3764029,-1.1940024,-1.3038055,-1.480501,-1.3291281,-1.2424765,0.0,0.12643318,0.1500485,1.5826479,1.809961,2.7455208,0.0,0.0,0.0,0.0,0.0,0.0,-4.2451887,-4.504702,-2.8491766,-2.9120321,-4.940105,-3.2255356
18,2.1900667349497476,-0.9569058219591776,3.14697257677714,0.0,0.0,-0.9545961,-1.0707242,-0.8767807,-0.9901924,-0.9286204,-0.9205211,0.0,0.11821735,0.13425148,1.5613642,1.8072444,2.6728678,0.0,0.0,0.0,0.0,0.0,0.0,-4.2183642,-4.486131,-2.8866825,-2.910981,-4.880072,-3.2234147
19,2.2420443296432495,-0.8381020724773407,3.080146392186483,0.0,0.0,-0.84503675,-0.85525185,-0.9143379,-0.9141929,-0.8374002,-0.6623924,0.0,0.10907563,0.117637716,1.5399113,1.8002962,2.593372,0.0,0.0,0.0,0.0,0.0,0.0,-4.185107,-4.467018,-2.922818,-2.9115727,-4.8352356,-3.2210007
20,1.243268569310506,-1.7782625357309978,3.021531105041504,0.0,0.0,-1.6905988,-1.6325231,-1.9722658,-1.8340793,-1.7606429,-1.7794648,0.0,0.102068625,0.09784758,1.5229582,1.7910897,2.5290978,0.0,0.0,0.0,0.0,0.0,0.0,-4.1597466,-4.44672,-2.9595068,-2.9073803,-4.775024,-3.2172568
21,0.9435291687647501,-2.025699337323507,2.969228506088257,0.0,0.0,-1.9654278,-1.9110154,-2.1005926,-2.0034244,-1.9761438,-2.1975915,0.0,0.09359932,0.09180486,1.498887,1.7871135,2.4670522,0.0,0.0,0.0,0.0,0.0,0.0,-4.1383195,-4.4262395,-2.9949858,-2.8966062,-4.710095,-3.2107008
22,1.5628668467203777,-1.3676307797431946,2.930497646331787,0.0,0.0,-1.3168349,-1.2885426,-1.3677624,-1.3695503,-1.2556924,-1.6074015,0.0,0.08289202,0.102968894,1.4717361,1.79741,2.4059882,0.0,0.0,0.0,0.0,0.0,0.0,-4.124369,-4.4111648,-3.0200827,-2.8895986,-4.6425347,-3.213378
23,0.9816768169403076,-1.9214870134989421,2.9031638304392495,0.0,0.0,-2.0868552,-1.5193181,-2.1132724,-1.9003679,-2.129652,-1.7794563,0.0,0.07072648,0.11193863,1.4578348,1.7887526,2.377075,0.0,0.0,0.0,0.0,0.0,0.0,-4.1141148,-4.396239,-3.0183983,-2.8817654,-4.5621295,-3.2230816
24,1.2928377787272136,-1.5906281173229218,2.8834659258524575,0.0,0.0,-1.6905745,-1.6577158,-1.5567786,-1.4476327,-1.6303285,-1.560738,0.0,0.059291918,0.10930812,1.4544983,1.7783445,2.3654888,0.0,0.0,0.0,0.0,0.0,0.0,-4.1062913,-4.373764,-2.9944298,-2.8779175,-4.48733,-3.2306995
25,0.9184274673461914,-1.9417404333750408,2.860167900721232,0.0,0.0,-1.883276,-1.9427595,-1.9879107,-1.9579023,-1.9046488,-1.9739453,0.0,0.04685712,0.09610975,1.457095,1.7594436,2.36083,0.0,0.0,0.0,0.0,0.0,0.0,-4.0622253,-4.36095,-2.970869,-2.8796427,-4.411747,-3.2402756
26,1.477921764055888,-1.3629939754803975,2.8409157594045005,0.0,0.0,-1.2964824,-1.2959632,-1.2724721,-1.4372935,-1.3909575,-1.4847946,0.0,0.033500034,0.07973651,1.4720293,1.728118,2.3684478,0.0,0.0,0.0,0.0,0.0,0.0,-4.018019,-4.347881,-2.9485943,-2.8799922,-4.342729,-3.252278
27,1.4138939380645752,-1.4085922241210938,2.822486162185669,0.0,0.0,-1.28701,-1.5244988,-1.3961716,-1.378384,-1.3658133,-1.4996756,0.0,0.019628206,0.07604047,1.4880844,1.6872702,2.3739486,0.0,0.0,0.0,0.0,0.0,0.0,-3.9514704,-4.327324,-2.9195297,-2.8765686,-4.272287,-3.261872
28,1.8306022882461548,-0.9672385392089685,2.7978408336639404,0.0,0.0,-0.9159983,-1.0006398,-1.0067326,-0.8613538,-1.1233122,-0.89539456,0.0,0.013860027,0.0738428,1.4937997,1.6538223,2.3603566,0.0,0.0,0.0,0.0,0.0,0.0,-3.8611743,-4.2990994,-2.916087,-2.867584,-4.2099624,-3.24856
29,1.3925679127375286,-1.394618660211563,2.787186543146769,0.0,0.0,-1.3825241,-1.3307779,-1.4382821,-1.5831991,-1.186511,-1.4464172,0.0,0.017704764,0.07500509,1.4987532,1.6265033,2.356407,0.0,0.0,0.0,0.0,0.0,0.0,-3.7907743,-4.271312,-2.9142249,-2.8647606,-4.1311684,-3.232403
30,1.837821086247762,-0.9298724830150604,2.767693519592285,0.0,0.0,-0.8203147,-0.73267555,-0.88673276,-0.966314,-0.9428277,-1.2303699,0.0,0.01865995,0.07559359,1.5027889,1.5896229,2.3487217,0.0,0.0,0.0,0.0,0.0,0.0,-3.760091,-4.247065,-2.9155827,-2.8602753,-4.067444,-3.2175426
31,1.5588288307189941,-1.1856586535771687,2.744487444559733,0.0,0.0,-1.2744368,-0.9978893,-1.1290445,-1.2333552,-1.2206401,-1.258586,0.0,0.01668044,0.07767069,1.5079523,1.5474333,2.3392382,0.0,0.0,0.0,0.0,0.0,0.0,-3.7303982,-4.229399,-2.9167473,-2.8564599,-4.0316043,-3.209094
32,0.7203311920166016,-2.007479111353556,2.7278103033701577,0.0,0.0,-2.208018,-2.1322572,-1.9615831,-1.9133734,-1.8570026,-1.9726402,0.0,0.015231609,0.076789856,1.5123224,1.5256386,2.325638,0.0,0.0,0.0,0.0,0.0,0.0,-3.6753814,-4.2211614,-2.9187298,-2.854099,-3.9996903,-3.2034557
33,1.4350252151489258,-1.2644646962483723,2.6994899113972983,0.0,0.0,-1.1262071,-1.2997193,-1.2079242,-1.3315495,-1.2526782,-1.3687092,0.0,0.013948838,0.07524625,1.5114746,1.4896399,2.3086698,0.0,0.0,0.0,0.0,0.0,0.0,-3.6323812,-4.2121353,-2.9236023,-2.8448963,-3.9687033,-3.1931725
34,1.0526084899902344,-1.6303181648254395,2.682926654815674,0.0,0.0,-1.7171093,-1.5953966,-1.5284915,-1.7337513,-1.6233314,-1.5838288,0.0,0.012922605,0.07544371,1.5114866,1.4786602,2.28734,0.0,0.0,0.0,0.0,0.0,0.0,-3.6255786,-4.200528,-2.9272442,-2.8232088,-3.9560382,-3.1770718
35,1.9218920469284058,-0.7344630906979243,2.656355142593384,0.0,0.0,-0.5395909,-0.5212853,-0.96173525,-0.8529427,-0.6719966,-0.85922784,0.0,0.011899908,0.06583476,1.5050344,1.4719547,2.2579863,0.0,0.0,0.0,0.0,0.0,0.0,-3.6721592,-4.1953244,-2.9444478,-2.8055813,-3.982563,-3.1554172
36,1.455757975578308,-1.1736101706822712,2.6293681462605796,0.0,0.0,-1.0787064,-0.9660623,-1.2355717,-1.2266369,-1.3860794,-1.1486043,0.0,0.0076628127,0.06152864,1.4998802,1.4651985,2.224466,0.0,0.0,0.0,0.0,0.0,0.0,-3.731757,-4.192079,-2.9816945,-2.7971878,-4.032206,-3.1353486
37,1.3082279364267986,-1.2977460821469624,2.605974038441976,0.0,0.0,-1.34795,-1.2200987,-1.2210743,-1.3155751,-1.301332,-1.3804464,0.0,0.01586318,0.06010135,1.4966425,1.4486785,2.1906626,0.0,0.0,0.0,0.0,0.0,0.0,-3.7685478,-4.190044,-3.002638,-2.7930152,-4.0587583,-3.1131208
38,0.6895843346913656,-1.8975036938985188,2.5870880285898843,0.0,0.0,-1.7821237,-1.835714,-1.750452,-1.9071294,-2.1029103,-2.0066926,0.0,0.031138023,0.05788068,1.4985288,1.4295336,2.157095,0.0,0.0,0.0,0.0,0.0,0.0,-3.8088424,-4.183312,-3.0160618,-2.7977312,-4.0347743,-3.0927532
39,1.0468095143636067,-1.5275329152743022,2.574342409769694,0.0,0.0,-1.4954838,-1.4918953,-1.6063267,-1.5920607,-1.347868,-1.6315626,0.0,0.040712,0.058149736,1.4971484,1.4210843,2.1315906,0.0,0.0,0.0,0.0,0.0,0.0,-3.8717098,-4.1838803,-3.0108044,-2.7973773,-3.8913956,-3.079546
40,0.8429562250773112,-1.7295204798380535,2.5724767049153647,0.0,0.0,-1.7389427,-1.7550312,-1.7043165,-1.6350616,-1.8382387,-1.7055317,0.0,0.057480533,0.07229956,1.5058664,1.4063853,2.1029215,0.0,0.0,0.0,0.0,0.0,0.0,-3.9940178,-4.148605,-2.9888055,-2.7868907,-3.7138882,-3.0826619
41,1.686586896578471,-0.8887627522150675,2.5753496487935386,0.0,0.0,-0.8404954,-0.8717,-0.86319596,-0.9497734,-0.93496805,-0.8724435,0.0,0.06635499,0.077700414,1.5164553,1.4005761,2.0896122,0.0,0.0,0.0,0.0,0.0,0.0,-4.1332335,-4.088862,-2.9443843,-2.7747514,-3.4754288,-3.072129
42,0.941600521405538,-1.6110197206338246,2.55262025197347,0.0,0.0,-1.7337383,-1.6235491,-1.6860561,-1.2989633,-1.4187746,-1.9050363,0.0,0.067654334,0.06551027,1.5193777,1.3784642,2.074234,0.0,0.0,0.0,0.0,0.0,0.0,-4.305454,-4.0302043,-2.882679,-2.767967,-3.2567914,-3.060583
43,0.6424163977305094,-1.8655542532602947,2.507970650990804,0.0,0.0,-1.8352312,-1.7248462,-1.5896794,-2.076807,-1.9806043,-1.9861571,0.0,0.054467637,0.07476989,1.5023689,1.3423725,2.0419624,0.0,0.0,0.0,0.0,0.0,0.0,-4.461324,-3.979722,-2.8281345,-2.765713,-3.0875547,-3.044759
44,0.8913408915201823,-1.5634139974912007,2.454754908879598,0.0,0.0,-1.5617867,-1.3852586,-1.6589617,-1.5885187,-1.5534233,-1.632535,0.0,0.037386734,0.074005924,1.4970797,1.2946593,2.0063784,0.0,0.0,0.0,0.0,0.0,0.0,-4.3291078,-3.9370193,-2.7842216,-2.7626917,-2.931423,-3.0202358
