,loss,loss_pde,loss_ortho,loss_lipschitz,loss_sobolev,loss_pde_each0,loss_pde_each1,loss_pde_each2,loss_pde_each3,loss_pde_each4,loss_pde_each5,loss_ortho_each0,loss_ortho_each1,loss_ortho_each2,loss_ortho_each3,loss_ortho_each4,loss_ortho_each5,loss_lipschitz_each0,loss_lipschitz_each1,loss_lipschitz_each2,loss_lipschitz_each3,loss_lipschitz_each4,loss_lipschitz_each5,loss_sobolev_each0,loss_sobolev_each1,loss_sobolev_each2,loss_sobolev_each3,loss_sobolev_each4,loss_sobolev_each5
0,1.7673753499984741,-1.2359622418880463,3.0033376216888428,0.0,0.0,-1.210322,-1.3791996,-1.2754065,-1.337196,-1.1023551,-1.1112939,0.0,0.06710187,0.93801206,1.7169176,1.1942105,2.090433,0.0,0.0,0.0,0.0,0.0,0.0,-4.9721327,-2.6239421,-4.4384847,-4.4826646,-3.2953527,-3.62664
1,1.8337522347768147,-1.0490904748439789,2.882842699686686,0.0,0.0,-1.0971853,-1.1243858,-1.0911667,-1.0747234,-1.1310831,-0.7759982,0.0,0.10076678,0.85289484,1.4549116,1.1880034,2.1691084,0.0,0.0,0.0,0.0,0.0,0.0,-4.741872,-2.6408587,-4.246522,-4.289882,-3.155965,-3.3482897
2,1.5870164235432942,-1.2953468958536785,2.8823633193969727,0.0,0.0,-1.2618467,-1.148949,-1.2183424,-1.3808466,-1.4482008,-1.3138952,0.0,0.06621937,0.7519989,1.3839188,1.3716809,2.1909084,0.0,0.0,0.0,0.0,0.0,0.0,-4.5735717,-2.6426117,-4.1521964,-4.1357427,-3.0400724,-3.123235
3,1.0566572348276775,-1.7837347984313965,2.8403920332590737,0.0,0.0,-1.6487833,-1.897974,-1.7426133,-1.7851034,-1.919377,-1.7085575,0.0,0.0097585125,0.6501375,1.3937556,1.4742036,2.152929,0.0,0.0,0.0,0.0,0.0,0.0,-4.4754367,-2.6519108,-4.128535,-3.9167633,-3.0537217,-3.0447798
4,1.5630266269048054,-1.2823566198349,2.8453832467397056,0.0,0.0,-1.3202392,-1.1514391,-1.3417448,-1.0779121,-1.4533726,-1.3494319,0.0,0.038960177,0.56897885,1.4050947,1.5438339,2.1338987,0.0,0.0,0.0,0.0,0.0,0.0,-4.4126983,-2.6822326,-4.1750855,-3.7208707,-3.1662247,-3.0758746
5,1.330398400624593,-1.5166797439257305,2.8470781644185386,0.0,0.0,-1.6240072,-1.6060963,-1.5569996,-1.3863856,-1.7048254,-1.2217643,0.0,0.035294134,0.55260026,1.3814896,1.5828146,2.1419575,0.0,0.0,0.0,0.0,0.0,0.0,-4.375999,-2.6704152,-4.237924,-3.6362183,-3.2695444,-2.9590657
6,2.2171812852223716,-0.6065272241830826,2.8237085342407227,0.0,0.0,-0.55472654,-0.48818552,-0.6760631,-0.784779,-0.6899138,-0.44549513,0.0,0.027865967,0.5322612,1.3085963,1.5964303,2.1822634,0.0,0.0,0.0,0.0,0.0,0.0,-4.361661,-2.6766775,-4.306036,-3.6742356,-3.3946526,-2.855685
7,1.3343971967697144,-1.4687470197677612,2.8031442165374756,0.0,0.0,-1.698801,-1.1192759,-1.5038208,-1.479815,-1.4543482,-1.5564213,0.0,0.036311984,0.48755327,1.2446632,1.6287814,2.2089784,0.0,0.0,0.0,0.0,0.0,0.0,-4.354981,-2.691788,-4.302114,-3.6774013,-3.532685,-2.72944
8,1.3956267833709717,-1.391388714313507,2.787015517552694,0.0,0.0,-1.3127688,-1.2311261,-1.5512972,-1.5076004,-1.3933605,-1.352179,0.0,0.037373263,0.44400725,1.2367005,1.6619531,2.193997,0.0,0.0,0.0,0.0,0.0,0.0,-4.366634,-2.7099063,-4.2052684,-3.6774273,-3.623577,-2.6095197
9,1.622109333674113,-1.146788348754247,2.7688976923624673,0.0,0.0,-1.3263954,-1.1184851,-1.2047862,-1.014956,-1.3194523,-0.8966549,0.0,0.01662906,0.40061995,1.265252,1.7017673,2.153527,0.0,0.0,0.0,0.0,0.0,0.0,-4.381024,-2.7357628,-4.088918,-3.678975,-3.6265926,-2.510315
10,1.150902549425761,-1.6074368556340535,2.7583394050598145,0.0,0.0,-1.7166038,-1.6206303,-1.5835972,-1.5179448,-1.664081,-1.5417633,0.0,0.01478823,0.35725448,1.289737,1.7194114,2.1354878,0.0,0.0,0.0,0.0,0.0,0.0,-4.3933625,-2.7784488,-3.9809883,-3.6699116,-3.600392,-2.458688
11,1.1241179307301838,-1.6090241074562073,2.733142058054606,0.0,0.0,-1.637619,-1.5313984,-1.569677,-1.5182933,-1.8343052,-1.5628515,0.0,0.017723838,0.31271222,1.3059546,1.7171292,2.1127641,0.0,0.0,0.0,0.0,0.0,0.0,-4.4008446,-2.8321695,-3.8704126,-3.6530697,-3.569232,-2.4220965
12,1.1045676469802856,-1.604820688565572,2.709388335545858,0.0,0.0,-1.5767986,-1.5692058,-1.663693,-1.692895,-1.6447188,-1.4816126,0.0,0.015375733,0.26863277,1.317454,1.7158967,2.1014173,0.0,0.0,0.0,0.0,0.0,0.0,-4.40843,-2.8323545,-3.761841,-3.6241233,-3.5564215,-2.3794143
13,0.9522100289662679,-1.7160287698109944,2.668238798777262,0.0,0.0,-1.7119294,-1.7715956,-1.8517216,-1.9295238,-1.5580276,-1.4733739,0.0,0.012932539,0.21991313,1.330323,1.6887623,2.0845468,0.0,0.0,0.0,0.0,0.0,0.0,-4.416937,-2.820264,-3.6651351,-3.594093,-3.6609275,-2.3588483
14,1.1763755083084106,-1.4528755744298298,2.6292510827382407,0.0,0.0,-1.5215111,-1.3278904,-1.6013256,-1.1552404,-1.6386465,-1.4726391,0.0,0.011590838,0.16590019,1.350145,1.6630055,2.0678606,0.0,0.0,0.0,0.0,0.0,0.0,-4.4504776,-2.8427515,-3.575721,-3.5517962,-3.7702465,-2.3758214
