,train_loss,val_loss,test_loss,test_loss_std,ntest_loss,ntest_loss_std
0,416.51025390625,0.5255809426307678,0.2518000304698944,3.003791704259129e-08,0.11621587723493576,7.509479260647822e-09
1,160.85699462890625,0.5020388960838318,0.25527939200401306,0.0,0.11929237842559814,0.0
2,121.30672454833984,0.4969019293785095,0.24808965623378754,0.0,0.11802326142787933,1.5018958521295644e-08
3,102.20284271240234,0.5059812068939209,10000000000.0,10000000000.0,10000000000.0,10000000000.0
4,91.8070297241211,0.4871823489665985,0.2496241331100464,0.0,0.12951821088790894,0.0
5,80.57611846923828,0.5221706032752991,10000000000.0,10000000000.0,10000000000.0,10000000000.0
6,74.31700897216797,0.48530715703964233,0.24253275990486145,1.5018958521295644e-08,0.13660597801208496,0.0
7,70.62602996826172,0.4796622097492218,0.2466675043106079,0.0,0.14484375715255737,0.0
8,67.66116333007812,0.41031891107559204,0.24975217878818512,1.5018958521295644e-08,0.14733433723449707,0.0
9,61.53059768676758,0.4159398674964905,10000000000.0,10000000000.0,10000000000.0,10000000000.0
10,56.144676208496094,0.46494296193122864,10000000000.0,10000000000.0,10000000000.0,10000000000.0
11,57.17182922363281,0.44411972165107727,10000000000.0,10000000000.0,10000000000.0,10000000000.0
12,57.71937561035156,0.4748556613922119,10000000000.0,10000000000.0,10000000000.0,10000000000.0
13,54.44400405883789,0.5525528788566589,10000000000.0,10000000000.0,10000000000.0,10000000000.0
14,51.874813079833984,0.4995684027671814,10000000000.0,10000000000.0,10000000000.0,10000000000.0
15,55.61098861694336,0.5785262584686279,10000000000.0,10000000000.0,10000000000.0,10000000000.0
16,51.90838623046875,0.566476583480835,10000000000.0,10000000000.0,10000000000.0,10000000000.0
17,47.911502838134766,0.589555561542511,10000000000.0,10000000000.0,10000000000.0,10000000000.0
18,48.87567138671875,0.5453376173973083,10000000000.0,10000000000.0,10000000000.0,10000000000.0
19,47.32674789428711,0.5458274483680725,10000000000.0,10000000000.0,10000000000.0,10000000000.0
20,47.666770935058594,0.5525093078613281,10000000000.0,10000000000.0,10000000000.0,10000000000.0
21,45.380863189697266,0.5875497460365295,10000000000.0,10000000000.0,10000000000.0,10000000000.0
22,46.78740310668945,0.575892448425293,10000000000.0,10000000000.0,10000000000.0,10000000000.0
23,44.49367904663086,0.594916820526123,10000000000.0,10000000000.0,10000000000.0,10000000000.0
24,43.77529525756836,0.5757022500038147,10000000000.0,10000000000.0,10000000000.0,10000000000.0
25,44.06698989868164,0.5502052307128906,10000000000.0,10000000000.0,10000000000.0,10000000000.0
26,44.27226638793945,0.5690841674804688,10000000000.0,10000000000.0,10000000000.0,10000000000.0
27,41.18928527832031,0.5352004170417786,10000000000.0,10000000000.0,10000000000.0,10000000000.0
28,43.52674865722656,0.5735154747962952,10000000000.0,10000000000.0,10000000000.0,10000000000.0
29,44.34061050415039,0.5756621956825256,10000000000.0,10000000000.0,10000000000.0,10000000000.0
30,41.456016540527344,0.5611529350280762,10000000000.0,10000000000.0,10000000000.0,10000000000.0
31,39.872337341308594,0.5717077851295471,10000000000.0,10000000000.0,10000000000.0,10000000000.0
32,37.814414978027344,0.5528409481048584,10000000000.0,10000000000.0,10000000000.0,10000000000.0
33,37.88573455810547,0.546092689037323,10000000000.0,10000000000.0,10000000000.0,10000000000.0
34,40.00128936767578,0.5502638816833496,10000000000.0,10000000000.0,10000000000.0,10000000000.0
35,39.10995101928711,0.5563908219337463,10000000000.0,10000000000.0,10000000000.0,10000000000.0
36,38.799076080322266,0.5568208694458008,10000000000.0,10000000000.0,10000000000.0,10000000000.0
37,39.13092041015625,0.5508076548576355,10000000000.0,10000000000.0,10000000000.0,10000000000.0
38,38.34891891479492,0.5476390719413757,10000000000.0,10000000000.0,10000000000.0,10000000000.0
39,39.2247428894043,0.5520067811012268,10000000000.0,10000000000.0,10000000000.0,10000000000.0
40,39.2247428894043,0.5520067811012268,0.24975217878818512,1.5018958521295644e-08,0.14733433723449707,0.0
