,loss,loss_pde,loss_ortho,loss_lipschitz,loss_sobolev,loss_pde_each0,loss_pde_each1,loss_pde_each2,loss_pde_each3,loss_pde_each4,loss_pde_each5,loss_pde_each6,loss_pde_each7,loss_ortho_each0,loss_ortho_each1,loss_ortho_each2,loss_ortho_each3,loss_ortho_each4,loss_ortho_each5,loss_ortho_each6,loss_ortho_each7,loss_lipschitz_each0,loss_lipschitz_each1,loss_lipschitz_each2,loss_lipschitz_each3,loss_lipschitz_each4,loss_lipschitz_each5,loss_lipschitz_each6,loss_lipschitz_each7,loss_sobolev_each0,loss_sobolev_each1,loss_sobolev_each2,loss_sobolev_each3,loss_sobolev_each4,loss_sobolev_each5,loss_sobolev_each6,loss_sobolev_each7
0,3.493506113688151,-1.594352126121521,5.087858200073242,0.0,0.0,-1.3963059,-1.9421808,-1.6172628,-1.8701539,-1.590778,-1.2837572,-1.6582685,-1.3961095,0.0,0.18575601,0.3128098,1.6059188,2.3445356,2.3116925,3.644411,3.1624985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.049848,-4.876679,-5.079283,-4.3852267,-5.357416,-6.456534,-5.435864,-5.0830064
1,3.0951666831970215,-1.9140750567118328,5.0092417399088545,0.0,0.0,-1.6025041,-2.1076539,-2.097265,-2.0270307,-2.0315387,-1.6704179,-1.9360843,-1.8401061,0.0,0.13818415,0.27441058,1.632052,2.371094,2.2331097,3.5493927,3.1597345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.9055676,-4.787173,-5.0114264,-4.376448,-5.2820754,-6.248499,-5.3409257,-4.7971416
2,3.6085025469462075,-1.327090899149577,4.935593446095784,0.0,0.0,-1.2432438,-1.4587626,-1.5562801,-1.234222,-1.2021712,-1.3567852,-1.3500341,-1.2152282,0.0,0.0979476,0.240417,1.6602831,2.3773215,2.168403,3.4784272,3.1387835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.891434,-4.7060084,-5.0588355,-4.297518,-5.043263,-5.975027,-5.1480956,-4.6496043
3,3.1897058486938477,-1.663419524828593,4.85312541325887,0.0,0.0,-1.5523577,-1.4571856,-1.8432713,-1.9124802,-1.6179886,-1.7380762,-1.748754,-1.437243,0.0,0.059216857,0.2131434,1.6883467,2.386008,2.0958145,3.39934,3.099799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.8082643,-4.554065,-5.0566573,-4.180567,-4.783338,-5.8591485,-5.0259776,-4.52574
4,2.78387983640035,-1.9804398616154988,4.764319737752278,0.0,0.0,-1.8364664,-1.8963922,-2.1815348,-1.8938599,-2.109133,-2.2740214,-1.8231806,-1.828931,0.0,0.043373745,0.19278769,1.7246906,2.3840768,2.0125318,3.2936985,3.053693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.742829,-4.4033318,-5.0668397,-4.0443687,-4.537579,-5.7489953,-4.8784018,-4.3375993
5,2.873692194620768,-1.7996829350789387,4.673375129699707,0.0,0.0,-1.5698282,-1.7566048,-2.1595783,-1.7392191,-1.9022598,-2.0240517,-1.9581982,-1.2877231,0.0,0.038321536,0.1712439,1.7504455,2.3650453,1.9653783,3.1933243,2.978574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.7751303,-4.266192,-5.090853,-3.9059107,-4.362578,-5.665426,-4.713622,-4.1349235
6,3.896383047103882,-0.684424509604772,4.580807526906331,0.0,0.0,-0.62673813,-0.7606957,-0.6652998,-0.60442686,-0.7506168,-0.66442335,-0.7034641,-0.69973135,0.0,0.043285888,0.14404202,1.7563359,2.3308885,1.9627043,3.1052005,2.8730297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.8361545,-4.2156615,-5.126659,-3.7667086,-4.229573,-5.590383,-4.4514084,-3.9482377
7,2.8935975233713784,-1.6047944625218709,4.498391946156819,0.0,0.0,-1.2662771,-1.8373219,-1.7831303,-1.6503502,-1.5640863,-1.6605082,-1.4486765,-1.6280055,0.0,0.046749234,0.119897924,1.7473544,2.2953858,2.001096,3.0185814,2.766647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.897861,-4.231654,-5.1472344,-3.659644,-4.1294236,-5.5130615,-4.1499047,-3.7959468
8,3.336474577585856,-1.0811443428198497,4.417618910471599,0.0,0.0,-1.0086603,-1.1333641,-1.2620465,-1.0313069,-0.9199595,-1.0681306,-1.1424342,-1.0832529,0.0,0.042250235,0.103684746,1.7185317,2.2590225,2.0381305,2.9217002,2.6969974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.8975625,-4.2984753,-5.17004,-3.5441482,-4.055743,-5.4436316,-3.8821466,-3.657447
9,3.394277016321818,-0.9497868716716766,4.344063917795817,0.0,0.0,-0.712045,-0.93047756,-1.1858791,-1.0746404,-0.6094317,-1.1090778,-0.92782336,-1.04892,0.0,0.03421569,0.09419525,1.684825,2.213319,2.073243,2.8511121,2.6332598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.8900332,-4.324118,-5.2214,-3.4337585,-4.000004,-5.369925,-3.6513145,-3.5299795
10,2.8214543660481772,-1.448623538017273,4.2700778643290205,0.0,0.0,-1.3297783,-1.4496018,-1.4592562,-1.735396,-1.1450987,-1.5526346,-1.4783878,-1.4388348,0.0,0.028905869,0.085986055,1.6561769,2.1570861,2.0979946,2.7624352,2.5982897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.8941574,-4.310658,-5.26963,-3.3339336,-3.9538887,-5.286589,-3.4392536,-3.4106426
11,2.3296941121419272,-1.8676598866780598,4.197353998819987,0.0,0.0,-2.0123875,-1.7501291,-2.0950267,-1.738081,-1.7747589,-1.689921,-1.9163116,-1.9646634,0.0,0.028115908,0.08169222,1.6296177,2.0949218,2.116113,2.6748104,2.567673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.881159,-4.283503,-5.310779,-3.2320166,-3.9083498,-5.2164674,-3.2445672,-3.2789333
12,2.4054299195607505,-1.715613106886546,4.121043046315511,0.0,0.0,-1.7368685,-1.8189392,-1.8760548,-1.8388551,-1.7289162,-1.819458,-1.5868479,-1.3189658,0.0,0.026624203,0.08571776,1.6014757,2.0377815,2.1313648,2.5971897,2.5092945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.874583,-4.3141346,-5.3216825,-3.141161,-3.8496792,-5.127178,-3.077112,-3.1489284
13,2.6771748065948486,-1.368059555689494,4.045234362284343,0.0,0.0,-1.2860163,-1.0653762,-1.4844383,-1.459443,-1.2213013,-1.3381296,-1.5129162,-1.5768553,0.0,0.02675426,0.09024116,1.545323,1.9947329,2.1697586,2.5175273,2.442954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.8254952,-4.5553174,-5.3196206,-3.0720375,-3.7561836,-4.9964314,-2.933122,-3.03634
